seq_id,locus_tag,origin,strand,start,end,gene,pseudo,prot_id,prot_name,annot
lcl_NC_004668.1_prot_WP_002355822.1_860 ,EF_RS04460,NC_004668.1,-,901796,902899,ugpC,false,WP_002355822.1,"sn_glycerol_3_phosphate ABC transporter ATP_binding protein UgpC","GeneID:1199827"
lcl_NC_004668.1_prot_WP_002357293.1_1638 ,EF_RS08475,NC_004668.1,-,1711907,1712458,raiA,false,WP_002357293.1,"ribosome_associated translation inhibitor RaiA","GeneID:1200654"
lcl_NC_004668.1_prot_WP_002355456.1_584 ,EF_RS03075,NC_004668.1,-,595331,595780,n.a,false,WP_002355456.1,"DUF1307 domain_containing protein","GeneID:1199539"
lcl_NC_004668.1_prot_WP_002369244.1_1693 ,EF_RS08750,NC_004668.1,-,1776206,1776601,n.a,false,WP_002369244.1,"hypothetical protein","GeneID:1200710"
lcl_NC_004668.1_prot_WP_002363168.1_643 ,EF_RS03370,NC_004668.1,+,653612,654991,n.a,false,WP_002363168.1,"HlyC/CorC family transporter","GeneID:1199600"
lcl_NC_004668.1_prot_WP_002383094.1_1725 ,EF_RS08910,NC_004668.1,+,1803938,1804051,n.a,false,WP_002383094.1,"IS3 family transposase","GeneID:1200738"
lcl_NC_004668.1_prot_WP_002399991.1_1339 ,EF_RS06970,NC_004668.1,+,1412514,1412867,n.a,false,WP_002399991.1,"DNA topoisomerase","GeneID:1200343"
lcl_NC_004668.1_prot_WP_002382342.1_1516 ,EF_RS07865,NC_004668.1,-,1589636,1590766,n.a,false,WP_002382342.1,"iron_containing alcohol dehydrogenase","GeneID:1200531"
lcl_NC_004668.1_prot_WP_002354800.1_2966 ,EF_RS15190,NC_004668.1,+,3080753,3081244,n.a,false,WP_002354800.1,"PTS sugar transporter subunit IIB","GeneID:1202048"
lcl_NC_004668.1_prot_WP_002366623.1_1290 ,EF_RS06725,NC_004668.1,+,1372064,1372573,moaC,false,WP_002366623.1,"cyclic pyranopterin monophosphate synthase MoaC","GeneID:1200292"
lcl_NC_004668.1_prot_WP_002358755.1_720 ,EF_RS03760,NC_004668.1,-,747243,747905,n.a,false,WP_002358755.1,"TetR family transcriptional regulator","GeneID:1199682"
lcl_NC_004668.1_prot_WP_010774250.1_105 ,EF_RS00525,NC_004668.1,-,122083,123495,n.a,false,WP_010774250.1,"PLP_dependent aminotransferase family protein","GeneID:1199018"
lcl_NC_004668.1_prot_WP_010782977.1_132 ,EF_RS00660,NC_004668.1,+,142958,143263,n.a,false,WP_010782977.1,"hypothetical protein","GeneID:1199046"
lcl_NC_004668.1_prot_WP_002379610.1_2016 ,EF_RS10395,NC_004668.1,-,2087691,2088449,n.a,false,WP_002379610.1,"glycosyltransferase","GeneID:1201052"
lcl_NC_004668.1_prot_WP_002380794.1_2590 ,EF_RS13280,NC_004668.1,-,2705324,2705461,n.a,false,WP_002380794.1,"XkdX family protein","GeneID:1201655"
lcl_NC_004668.1_prot_WP_002387303.1_1788 ,EF_RS09225,NC_004668.1,-,1867833,1868360,n.a,false,WP_002387303.1,"hypothetical protein","GeneID:1200805"
lcl_NC_004668.1_prot_WP_002386990.1_756 ,EF_RS03940,NC_004668.1,+,787930,788946,n.a,false,WP_002386990.1,"Gfo/Idh/MocA family oxidoreductase","GeneID:1199720"
lcl_NC_004668.1_prot_WP_002355729.1_777 ,EF_RS04045,NC_004668.1,+,808864,809241,n.a,false,WP_002355729.1,"type II toxin_antitoxin system PemK/MazF family toxin","GeneID:1199743"
lcl_NC_004668.1_prot_WP_002379583.1_1909 ,EF_RS09845,NC_004668.1,-,1984500,1985363,n.a,false,WP_002379583.1,"AraC family transcriptional regulator","GeneID:1200935"
lcl_NC_004668.1_prot_WP_002360793.1_456 ,EF_RS02430,NC_004668.1,+,460727,461002,n.a,false,WP_002360793.1,"hypothetical protein","GeneID:1199409"
lcl_NC_004668.1_prot_WP_010706533.1_2166 ,EF_RS11150,NC_004668.1,-,2259735,2259854,n.a,false,WP_010706533.1,"DUF3789 domain_containing protein","GeneID:1201208"
lcl_NC_004668.1_prot_WP_002399596.1_1979 ,EF_RS10210,NC_004668.1,-,2043958,2044485,n.a,false,WP_002399596.1,"hypothetical protein","GeneID:1201015"
lcl_NC_004668.1_prot_WP_002356559.1_2410 ,EF_RS12375,NC_004668.1,-,2523947,2524366,n.a,false,WP_002356559.1,"F0F1 ATP synthase subunit epsilon","GeneID:1201466"
lcl_NC_004668.1_prot_WP_002357397.1_1610 ,EF_RS08335,NC_004668.1,-,1683224,1683442,n.a,false,WP_002357397.1,"YneF family protein","GeneID:1200625"
lcl_NC_004668.1_prot_WP_002370392.1_2061 ,EF_RS10625,NC_004668.1,-,2134599,2136065,n.a,false,WP_002370392.1,"DUF3502 domain_containing protein","GeneID:1201097"
lcl_NC_004668.1_prot_WP_002378903.1_2708 ,EF_RS13900,NC_004668.1,-,2812663,2813151,tpx,false,WP_002378903.1,"thiol peroxidase","GeneID:1201783"
lcl_NC_004668.1_prot_WP_002381850.1_1588 ,EF_RS08225,NC_004668.1,-,1659882,1660580,n.a,false,WP_002381850.1,"carbonic anhydrase family protein","GeneID:1200603"
lcl_NC_004668.1_prot_WP_002363749.1_1115 ,EF_RS05835,NC_004668.1,-,1172742,1174067,n.a,false,WP_002363749.1,"2_hydroxycarboxylate transporter family protein","GeneID:1200108"
lcl_NC_004668.1_prot_WP_002356477.1_2474 ,EF_RS12695,NC_004668.1,-,2589537,2589935,spxA,false,WP_002356477.1,"transcriptional regulator Spx","GeneID:1201534"
lcl_NC_004668.1_prot_WP_002383493.1_53 ,EF_RS00265,NC_004668.1,+,57587,58426,n.a,false,WP_002383493.1,"metal ABC transporter permease","GeneID:1198965"
lcl_NC_004668.1_prot_WP_002356190.1_179 ,EF_RS00895,NC_004668.1,+,191263,191676,rpsL,false,WP_002356190.1,"30S ribosomal protein S12","GeneID:1199094"
lcl_NC_004668.1_prot_WP_002365419.1_2967 ,EF_RS15195,NC_004668.1,+,3081261,3082076,n.a,false,WP_002365419.1,"PTS mannose/fructose/sorbose/N_acetylgalactosamine transporter subunit IIC","GeneID:1202049"
lcl_NC_004668.1_prot_WP_002387384.1_2894 ,EF_RS14830,NC_004668.1,-,3006268,3007152,n.a,false,WP_002387384.1,"YicC family protein","GeneID:1201974"
lcl_NC_004668.1_prot_WP_002387903.1_409 ,EF_RS02190,NC_004668.1,+,413203,414018,menB,false,WP_002387903.1,"1;4_dihydroxy_2_naphthoyl_CoA synthase","GeneID:1199360"
lcl_NC_004668.1_prot_WP_011109504.1_1581 ,EF_RS08190,NC_004668.1,+,1649393,1651168,n.a,false,WP_011109504.1,"PAS domain_containing protein","GeneID:1200596"
lcl_NC_004668.1_prot_WP_002359765.1_2206 ,EF_RS11350,NC_004668.1,-,2311176,2312048,n.a,false,WP_002359765.1,"hypothetical protein","GeneID:1201253"
lcl_NC_004668.1_prot_WP_002383738.1_1986 ,EF_RS10245,NC_004668.1,+,2048429,2049919,n.a,false,WP_002383738.1,"hypothetical protein","GeneID:1201022"
lcl_NC_004668.1_prot_1876 ,EF_RS09680,NC_004668.1,-,1953750,1954158,n.a,true,n.a,"RusA family crossover junction endodeoxyribonuclease","GeneID:1200902"
lcl_NC_004668.1_prot_WP_002355359.1_436 ,EF_RS02325,NC_004668.1,-,441124,441501,nrdI,false,WP_002355359.1,"class Ib ribonucleoside_diphosphate reductase assembly flavoprotein NrdI","GeneID:1199387"
lcl_NC_004668.1_prot_WP_002386748.1_1354 ,EF_RS07050,NC_004668.1,+,1423336,1423623,n.a,false,WP_002386748.1,"hypothetical protein","GeneID:1200361"
lcl_NC_004668.1_prot_WP_002379436.1_1421 ,EF_RS07390,NC_004668.1,+,1488357,1488731,n.a,false,WP_002379436.1,"YxeA family protein","GeneID:1200433"
lcl_NC_004668.1_prot_WP_002386656.1_1145 ,EF_RS05985,NC_004668.1,+,1207369,1210644,n.a,false,WP_002386656.1,"hypothetical protein","GeneID:1200139"
lcl_NC_004668.1_prot_WP_002360556.1_1084 ,EF_RS05680,NC_004668.1,+,1145158,1145556,tagD,false,WP_002360556.1,"glycerol_3_phosphate cytidylyltransferase","GeneID:1200077"
lcl_NC_004668.1_prot_WP_002354915.1_2891 ,EF_RS14815,NC_004668.1,-,3003545,3004159,gmk,false,WP_002354915.1,"guanylate kinase","GeneID:1201971"
lcl_NC_004668.1_prot_WP_002359657.1_2374 ,EF_RS12195,NC_004668.1,-,2481426,2482448,selD,false,WP_002359657.1,"selenide; water dikinase SelD","GeneID:1201428"
lcl_NC_004668.1_prot_WP_002357741.1_1272 ,EF_RS06635,NC_004668.1,+,1350971,1351309,n.a,false,WP_002357741.1,"alkylphosphonate utilization protein","GeneID:1200274"
lcl_NC_004671.1_prot_WP_002405598.1_3184 ,EF_RS15980,NC_004671.1,+,39868,41328,n.a,false,WP_002405598.1,"hypothetical protein","GeneID:1202313"
lcl_NC_004668.1_prot_WP_002356101.1_73 ,EF_RS00365,NC_004668.1,+,80195,81430,n.a,false,WP_002356101.1,"MFS transporter","GeneID:1198985"
lcl_NC_004668.1_prot_WP_002330914.1_1739 ,EF_RS08980,NC_004668.1,-,1816673,1817158,n.a,false,WP_002330914.1,"TlpA family protein disulfide reductase","GeneID:1200751"
lcl_NC_004668.1_prot_WP_002382255.1_1234 ,EF_RS06445,NC_004668.1,+,1304424,1305158,n.a,false,WP_002382255.1,"hypothetical protein","GeneID:1200234"
lcl_NC_004671.1_prot_WP_002406534.1_3197 ,EF_RS16045,NC_004671.1,+,53404,54720,n.a,false,WP_002406534.1,"Y_family DNA polymerase","GeneID:1202326"
lcl_NC_004668.1_prot_WP_002399756.1_573 ,EF_RS03020,NC_004668.1,+,581225,581752,n.a,false,WP_002399756.1,"heparinase","GeneID:1199527"
lcl_NC_004668.1_prot_WP_002359742.1_2237 ,EF_RS11505,NC_004668.1,-,2339858,2341150,n.a,false,WP_002359742.1,"homoserine dehydrogenase","GeneID:1201288"
lcl_NC_004668.1_prot_WP_002356469.1_2481 ,EF_RS12730,NC_004668.1,-,2596843,2597211,n.a,false,WP_002356469.1,"LPXTG cell wall anchor domain_containing protein","GeneID:1201541"
lcl_NC_004668.1_prot_WP_002363186.1_674 ,EF_RS03525,NC_004668.1,+,693090,694019,arcC,false,WP_002363186.1,"carbamate kinase","GeneID:1199633"
lcl_NC_004668.1_prot_WP_002386618.1_1034 ,EF_RS05425,NC_004668.1,+,1097050,1097562,n.a,false,WP_002386618.1,"metallophosphoesterase","GeneID:1200025"
lcl_NC_004668.1_prot_WP_002379189.1_849 ,EF_RS04405,NC_004668.1,+,889562,890587,n.a,false,WP_002379189.1,"sensor histidine kinase","GeneID:1199816"
lcl_NC_004669.1_prot_WP_002365911.1_3101 ,EF_RS16300,NC_004669.1,-,27269,27727,ssb,false,WP_002365911.1,"single_stranded DNA_binding protein","GeneID:1202206"
lcl_NC_004668.1_prot_WP_002379605.1_2008 ,EF_RS10355,NC_004668.1,-,2076988,2077812,n.a,false,WP_002379605.1,"LicD family protein","GeneID:1201044"
lcl_NC_004668.1_prot_WP_010707105.1_2713 ,EF_RS13925,NC_004668.1,-,2817629,2817838,n.a,false,WP_010707105.1,"hypothetical protein","GeneID:1201789"
lcl_NC_004668.1_prot_WP_002358680.1_638 ,EF_RS03345,NC_004668.1,+,649470,649931,n.a,false,WP_002358680.1,"PTS transporter subunit EIIA","GeneID:1199595"
lcl_NC_004668.1_prot_WP_002371849.1_1408 ,EF_RS07325,NC_004668.1,+,1470548,1472545,n.a,false,WP_002371849.1,"PTS transporter subunit EIIC","GeneID:1200418"
lcl_NC_004669.1_prot_WP_002365943.1_3140 ,EF_RS16495,NC_004669.1,+,62664,63014,n.a,false,WP_002365943.1,"hypothetical protein","GeneID:1202246"
lcl_NC_004668.1_prot_WP_002359749.1_2223 ,EF_RS11435,NC_004668.1,-,2326007,2328091,n.a,false,WP_002359749.1,"glycine__tRNA ligase subunit beta","GeneID:1201273"
lcl_NC_004668.1_prot_WP_002387439.1_32 ,EF_RS00160,NC_004668.1,+,38837,39784,n.a,false,WP_002387439.1,"WYL domain_containing protein","GeneID:1198944"
lcl_NC_004668.1_prot_WP_002362559.1_2433 ,EF_RS12490,NC_004668.1,-,2545342,2546967,groL,false,WP_002362559.1,"chaperonin GroEL","GeneID:1201492"
lcl_NC_004668.1_prot_WP_002387329.1_2760 ,EF_RS14160,NC_004668.1,-,2858998,2860206,n.a,false,WP_002387329.1,"FtsX_like permease family protein","GeneID:1201836"
lcl_NC_004668.1_prot_WP_002354871.1_2922 ,EF_RS14970,NC_004668.1,-,3035211,3035648,msrB,false,WP_002354871.1,"peptide_methionine (R)_S_oxide reductase MsrB","GeneID:1202003"
lcl_NC_004668.1_prot_WP_025191496.1_2568 ,EF_RS13165,NC_004668.1,-,2685966,2687216,n.a,false,WP_025191496.1,"UDP_glucose__hexose_1_phosphate uridylyltransferase","GeneID:1201631"
lcl_NC_004668.1_prot_WP_002359354.1_216 ,EF_RS01080,NC_004668.1,+,215607,216446,n.a,false,WP_002359354.1,"energy_coupling factor ABC transporter ATP_binding protein","GeneID:1199131"
lcl_NC_004668.1_prot_WP_002368840.1_2470 ,EF_RS12675,NC_004668.1,+,2584654,2585313,n.a,false,WP_002368840.1,"DsbA family protein","GeneID:1201530"
lcl_NC_004668.1_prot_WP_002387667.1_363 ,EF_RS01960,NC_004668.1,+,365868,367217,n.a,false,WP_002387667.1,"serine protease","GeneID:1199312"
lcl_NC_004668.1_prot_WP_002361926.1_1617 ,EF_RS08370,NC_004668.1,+,1691029,1692132,n.a,false,WP_002361926.1,"aminopeptidase P family protein","GeneID:1200633"
lcl_NC_004668.1_prot_WP_010714150.1_3019 ,EF_RS15455,NC_004668.1,-,3145593,3146732,n.a,false,WP_010714150.1,"ImmA/IrrE family metallo_endopeptidase","GeneID:1202106"
lcl_NC_004668.1_prot_WP_079996718.1_506 ,EF_RS02680,NC_004668.1,-,505925,506236,n.a,false,WP_079996718.1,"DDE_type integrase/transposase/recombinase","GeneID:44140568"
lcl_NC_004668.1_prot_WP_010774194.1_1326 ,EF_RS06905,NC_004668.1,+,1404113,1406236,n.a,false,WP_010774194.1,"AAA family ATPase","GeneID:1200331"
lcl_NC_004668.1_prot_WP_002357943.1_1105 ,EF_RS05785,NC_004668.1,+,1164528,1165334,n.a,false,WP_002357943.1,"MBL fold metallo_hydrolase","GeneID:1200098"
lcl_NC_004669.1_prot_WP_011109599.1_3078 ,EF_RS16185,NC_004669.1,+,5122,5190,iad,false,WP_011109599.1,"sex pheromone inhibitor determinant","GeneID:1202181"
lcl_NC_004668.1_prot_WP_010773668.1_122 ,EF_RS00610,NC_004668.1,+,136453,136644,n.a,false,WP_010773668.1,"hypothetical protein","GeneID:1199036"
lcl_NC_004668.1_prot_WP_002368523.1_3025 ,EF_RS15485,NC_004668.1,-,3153847,3155094,n.a,false,WP_002368523.1,"U32 family peptidase","GeneID:1202113"
lcl_NC_004668.1_prot_WP_002401429.1_493 ,EF_RS02615,NC_004668.1,+,493471,494124,n.a,false,WP_002401429.1,"recombinase family protein","GeneID:1199447"
lcl_NC_004668.1_prot_WP_002359350.1_206 ,EF_RS01030,NC_004668.1,+,207849,209147,secY,false,WP_002359350.1,"preprotein translocase subunit SecY","GeneID:1199121"
lcl_NC_004668.1_prot_WP_002357806.1_1224 ,EF_RS06385,NC_004668.1,+,1292637,1292870,n.a,false,WP_002357806.1,"DUF2969 domain_containing protein","GeneID:1200222"
lcl_NC_004668.1_prot_WP_002371187.1_1392 ,EF_RS07245,NC_004668.1,+,1452205,1453986,n.a,false,WP_002371187.1,"V_type ATP synthase subunit A","GeneID:1200401"
lcl_NC_004668.1_prot_WP_002361880.1_1549 ,EF_RS08030,NC_004668.1,+,1623797,1624399,n.a,false,WP_002361880.1,"alpha/beta hydrolase","GeneID:1200564"
lcl_NC_004668.1_prot_WP_002361416.1_933 ,EF_RS04830,NC_004668.1,+,974444,974644,n.a,false,WP_002361416.1,"DUF3188 domain_containing protein","GeneID:1199902"
lcl_NC_004668.1_prot_WP_002379408.1_1275 ,EF_RS06650,NC_004668.1,+,1353068,1354417,n.a,false,WP_002379408.1,"DEAD/DEAH box helicase","GeneID:1200277"
lcl_NC_004668.1_prot_WP_002356019.1_7 ,EF_RS00035,NC_004668.1,+,9350,9652,n.a,false,WP_002356019.1,"30S ribosomal protein S6","GeneID:1198918"
lcl_NC_004668.1_prot_WP_002360175.1_1594 ,EF_RS08255,NC_004668.1,-,1667131,1668210,carA,false,WP_002360175.1,"glutamine_hydrolyzing carbamoyl_phosphate synthase small subunit","GeneID:1200609"
lcl_NC_004668.1_prot_WP_010714105.1_2616 ,EF_RS13415,NC_004668.1,+,2724836,2725654,n.a,false,WP_010714105.1,"DUF4393 domain_containing protein","GeneID:1201682"
lcl_NC_004668.1_prot_WP_002381957.1_1153 ,EF_RS06025,NC_004668.1,-,1217308,1217571,n.a,false,WP_002381957.1,"hypothetical protein","GeneID:1200147"
lcl_NC_004668.1_prot_WP_002358339.1_258 ,EF_RS01430,NC_004668.1,+,268609,269847,fabF,false,WP_002358339.1,"beta_ketoacyl_ACP synthase II","GeneID:1199201"
lcl_NC_004668.1_prot_WP_002355252.1_357 ,EF_RS01930,NC_004668.1,+,356740,357678,arcC,false,WP_002355252.1,"carbamate kinase","GeneID:1199305"
lcl_NC_004668.1_prot_WP_002356939.1_1992 ,EF_RS10275,NC_004668.1,-,2055678,2056511,n.a,false,WP_002356939.1,"energy_coupling factor transporter transmembrane protein EcfT","GeneID:1201028"
lcl_NC_004668.1_prot_WP_002355805.1_844 ,EF_RS04380,NC_004668.1,-,885379,886407,n.a,false,WP_002355805.1,"putative sulfate exporter family transporter","GeneID:1199811"
lcl_NC_004668.1_prot_WP_002365627.1_1389 ,EF_RS07230,NC_004668.1,+,1450287,1450868,n.a,false,WP_002365627.1,"V_type ATPase subunit E","GeneID:1200398"
lcl_NC_004668.1_prot_WP_002383777.1_2054 ,EF_RS10590,NC_004668.1,+,2126321,2126701,n.a,false,WP_002383777.1,"VOC family protein","GeneID:1201090"
lcl_NC_004668.1_prot_WP_002355013.1_2808 ,EF_RS14400,NC_004668.1,-,2914423,2915499,pepA,false,WP_002355013.1,"glutamyl aminopeptidase","GeneID:1201884"
lcl_NC_004668.1_prot_WP_010706597.1_1291 ,EF_RS06730,NC_004668.1,+,1372579,1373544,moaA,false,WP_010706597.1,"GTP 3';8_cyclase MoaA","GeneID:1200293"
lcl_NC_004668.1_prot_WP_002381169.1_2686 ,EF_RS13790,NC_004668.1,-,2787961,2788272,n.a,false,WP_002381169.1,"iron_sulfur cluster biosynthesis protein","GeneID:1201760"
lcl_NC_004668.1_prot_WP_002371351.1_987 ,EF_RS05185,NC_004668.1,+,1045406,1045939,n.a,false,WP_002371351.1,"kinase","GeneID:1199977"
lcl_NC_004668.1_prot_WP_002358849.1_858 ,EF_RS04450,NC_004668.1,+,900114,901001,rsmA,false,WP_002358849.1,"16S rRNA (adenine(1518)_N(6)/adenine(1519)_N(6))_dimethyltransferase RsmA","GeneID:1199825"
lcl_NC_004668.1_prot_WP_002354968.1_2846 ,EF_RS14590,NC_004668.1,-,2954023,2955243,pepT,false,WP_002354968.1,"peptidase T","GeneID:1201925"
lcl_NC_004668.1_prot_WP_002387211.1_2571 ,EF_RS13180,NC_004668.1,-,2688787,2690625,n.a,false,WP_002387211.1,"FAD/NAD(P)_binding protein","GeneID:1201634"
lcl_NC_004668.1_prot_WP_002387475.1_100 ,EF_RS00500,NC_004668.1,+,115686,116489,n.a,false,WP_002387475.1,"ParB N_terminal domain_containing protein","GeneID:1199013"
lcl_NC_004668.1_prot_WP_002394254.1_2330 ,EF_RS11970,NC_004668.1,-,2445126,2445350,n.a,false,WP_002394254.1,"hypothetical protein","GeneID:1201382"
lcl_NC_004668.1_prot_WP_002379720.1_2399 ,EF_RS12320,NC_004668.1,-,2513338,2514015,n.a,false,WP_002379720.1,"TetR/AcrR family transcriptional regulator","GeneID:1201455"
lcl_NC_004668.1_prot_WP_002365766.1_1660 ,EF_RS08585,NC_004668.1,-,1731399,1731887,purE,false,WP_002365766.1,"5_(carboxyamino)imidazole ribonucleotide mutase","GeneID:1200676"
lcl_NC_004668.1_prot_WP_002382172.1_1108 ,EF_RS05800,NC_004668.1,-,1167396,1167896,n.a,false,WP_002382172.1,"threonine/serine exporter","GeneID:1200101"
lcl_NC_004668.1_prot_WP_002355250.1_355 ,EF_RS01920,NC_004668.1,+,354509,355342,n.a,false,WP_002355250.1,"DUF2877 domain_containing protein","GeneID:1199303"
lcl_NC_004668.1_prot_WP_002399690.1_296 ,EF_RS01620,NC_004668.1,+,297898,298473,n.a,false,WP_002399690.1,"DUF2815 family protein","GeneID:1199241"
lcl_NC_004668.1_prot_WP_002379343.1_1107 ,EF_RS05795,NC_004668.1,+,1166478,1167344,n.a,false,WP_002379343.1,"TIGR03943 family protein","GeneID:1200100"
lcl_NC_004668.1_prot_WP_002355505.1_616 ,EF_RS03235,NC_004668.1,-,624910,625929,n.a,false,WP_002355505.1,"acyltransferase family protein","GeneID:1199573"
lcl_NC_004668.1_prot_WP_002382291.1_1301 ,EF_RS06780,NC_004668.1,+,1381546,1383912,n.a,false,WP_002382291.1,"endonuclease MutS2","GeneID:1200304"
lcl_NC_004668.1_prot_WP_002399743.1_950 ,EF_RS04920,NC_004668.1,+,993562,995823,n.a,false,WP_002399743.1,"6_aminohexanoate_cyclic_dimer hydrolase","GeneID:1199921"
lcl_NC_004668.1_prot_WP_002369241.1_1702 ,EF_RS08795,NC_004668.1,+,1783342,1783629,n.a,false,WP_002369241.1,"hypothetical protein","GeneID:1200717"
lcl_NC_004668.1_prot_WP_002362464.1_2646 ,EF_RS13565,NC_004668.1,-,2747768,2748487,n.a,false,WP_002362464.1,"YebC/PmpR family DNA_binding transcriptional regulator","GeneID:1201714"
lcl_NC_004668.1_prot_WP_002380173.1_1074 ,EF_RS05630,NC_004668.1,+,1135752,1136435,n.a,false,WP_002380173.1,"HD domain_containing protein","GeneID:1200066"
lcl_NC_004668.1_prot_WP_010774180.1_1219 ,EF_RS06360,NC_004668.1,+,1286940,1287641,n.a,false,WP_010774180.1,"ABC transporter ATP_binding protein","GeneID:1200218"
lcl_NC_004668.1_prot_WP_002387289.1_1853 ,EF_RS09560,NC_004668.1,-,1930940,1933747,n.a,false,WP_002387289.1,"CHAP domain_containing protein","GeneID:1200876"
lcl_NC_004668.1_prot_WP_002355598.1_681 ,EF_RS03560,NC_004668.1,+,699669,701060,n.a,false,WP_002355598.1,"L_cystine transporter","GeneID:1199641"
lcl_NC_004668.1_prot_WP_002370092.1_2877 ,EF_RS14745,NC_004668.1,-,2987610,2989646,recG,false,WP_002370092.1,"ATP_dependent DNA helicase RecG","GeneID:1201957"
lcl_NC_004668.1_prot_WP_002360428.1_1280 ,EF_RS06675,NC_004668.1,+,1360686,1361915,pepT,false,WP_002360428.1,"peptidase T","GeneID:1200282"
lcl_NC_004668.1_prot_WP_002381189.1_366 ,EF_RS01975,NC_004668.1,-,370004,370519,n.a,false,WP_002381189.1,"membrane protein","GeneID:1199315"
lcl_NC_004668.1_prot_WP_002383402.1_907 ,EF_RS04700,NC_004668.1,+,945248,945733,mraZ,false,WP_002383402.1,"division/cell wall cluster transcriptional repressor MraZ","GeneID:1199876"
lcl_NC_004668.1_prot_WP_002361057.1_2799 ,EF_RS14355,NC_004668.1,-,2908679,2909299,n.a,false,WP_002361057.1,"DUF4479 domain_containing protein","GeneID:1201875"
lcl_NC_004668.1_prot_WP_002356060.1_46 ,EF_RS00230,NC_004668.1,+,52192,52437,n.a,false,WP_002356060.1,"hypothetical protein","GeneID:1198958"
lcl_NC_004668.1_prot_WP_002361968.1_1674 ,EF_RS08655,NC_004668.1,-,1747125,1747604,n.a,false,WP_002361968.1,"PTS system mannose/fructose/N_acetylgalactosamine_transporter subunit IIB","GeneID:1200690"
lcl_NC_004668.1_prot_WP_011109578.1_2796 ,EF_RS14340,NC_004668.1,-,2901752,2905870,n.a,false,WP_011109578.1,"EF3023 family LPXTG_anchored polysaccharide lyase","GeneID:1201871"
lcl_NC_004668.1_prot_WP_002356218.1_202 ,EF_RS01010,NC_004668.1,+,206289,206645,rplR,false,WP_002356218.1,"50S ribosomal protein L18","GeneID:1199117"
lcl_NC_004668.1_prot_WP_002358363.1_342 ,EF_RS01855,NC_004668.1,+,338954,340099,n.a,false,WP_002358363.1,"cysteine desulfurase","GeneID:1199290"
lcl_NC_004668.1_prot_WP_010707087.1_2731 ,EF_RS14015,NC_004668.1,+,2828409,2829554,n.a,false,WP_010707087.1,"site_specific integrase","GeneID:1201807"
lcl_NC_004668.1_prot_WP_002379919.1_327 ,EF_RS01775,NC_004668.1,+,324675,324881,n.a,false,WP_002379919.1,"holin","GeneID:1199273"
lcl_NC_004668.1_prot_WP_002383131.1_1830 ,EF_RS09435,NC_004668.1,-,1915136,1915630,n.a,false,WP_002383131.1,"DUF3013 family protein","GeneID:1200852"
lcl_NC_004668.1_prot_WP_002357899.1_1140 ,EF_RS05960,NC_004668.1,+,1201293,1202891,n.a,false,WP_002357899.1,"ABC transporter substrate_binding protein","GeneID:1200134"
lcl_NC_004668.1_prot_WP_002384488.1_1514 ,EF_RS07855,NC_004668.1,-,1588529,1589101,n.a,false,WP_002384488.1,"response regulator","GeneID:1200529"
lcl_NC_004668.1_prot_WP_002383584.1_2070 ,EF_RS10670,NC_004668.1,-,2152942,2153910,n.a,false,WP_002383584.1,"hypothetical protein","GeneID:1201106"
lcl_NC_004668.1_prot_WP_002365791.1_1776 ,EF_RS09165,NC_004668.1,+,1854747,1855358,n.a,false,WP_002365791.1,"FUSC family protein","GeneID:1200791"
lcl_NC_004668.1_prot_WP_002415255.1_2605 ,EF_RS13355,NC_004668.1,-,2716308,2717672,n.a,false,WP_002415255.1,"phage major capsid protein","GeneID:1201669"
lcl_NC_004668.1_prot_WP_002387416.1_2974 ,EF_RS15230,NC_004668.1,-,3091008,3094640,n.a,false,WP_002387416.1,"hypothetical protein","GeneID:1202056"
lcl_NC_004668.1_prot_WP_002382226.1_1171 ,EF_RS06115,NC_004668.1,+,1237657,1239543,n.a,false,WP_002382226.1,"LPXTG cell wall anchor domain_containing protein","GeneID:1200166"
lcl_NC_004668.1_prot_WP_002357099.1_1813 ,EF_RS09350,NC_004668.1,-,1896779,1897603,n.a,false,WP_002357099.1,"toll/interleukin_1 receptor domain_containing protein","GeneID:1200835"
lcl_NC_004668.1_prot_WP_002362972.1_371 ,EF_RS02000,NC_004668.1,+,375141,375575,n.a,false,WP_002362972.1,"MarR family transcriptional regulator","GeneID:1199321"
lcl_NC_004668.1_prot_WP_002387152.1_2431 ,EF_RS12480,NC_004668.1,-,2543537,2543707,n.a,false,WP_002387152.1,"hypothetical protein","GeneID:1201490"
lcl_NC_004668.1_prot_WP_002365150.1_2651 ,EF_RS13590,NC_004668.1,-,2751537,2752196,n.a,false,WP_002365150.1,"nicotinate_nucleotide adenylyltransferase","GeneID:1201719"
lcl_NC_004668.1_prot_WP_002372215.1_2296 ,EF_RS11800,NC_004668.1,-,2404966,2405616,n.a,false,WP_002372215.1,"diphthine__ammonia ligase","GeneID:1201348"
lcl_NC_004668.1_prot_WP_002361790.1_1411 ,EF_RS07340,NC_004668.1,+,1476171,1478057,n.a,false,WP_002361790.1,"DNA primase","GeneID:1200422"
lcl_NC_004668.1_prot_WP_002386889.1_1683 ,EF_RS08700,NC_004668.1,-,1758064,1759413,n.a,false,WP_002386889.1,"MFS transporter","GeneID:1200700"
lcl_NC_004668.1_prot_WP_002360559.1_1082 ,EF_RS05670,NC_004668.1,+,1143752,1144498,n.a,false,WP_002360559.1,"WecB/TagA/CpsF family glycosyltransferase","GeneID:1200075"
