#taxa	Query_Protein	Subject_Proteins
GCA_000007785.1_V583	lcl_NC_004668.1_prot_WP_002330910.1_1746	lcl_NC_004668.1_prot_WP_002399809.1_2112
GCA_000007785.1_V583	lcl_NC_004668.1_prot_WP_002361094.1_768	lcl_NC_004668.1_prot_WP_002378063.1_2750
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_010782977.1_132	lcl_NZ_CP028721.1_prot_WP_131501958.1_2796,lcl_NZ_CP028722.1_prot_WP_131501964.1_2869
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_011109451.1_451	lcl_NZ_CP028721.1_prot_WP_002403572.1_2788,lcl_NZ_CP028722.1_prot_WP_131501970.1_2878
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002359295.1_126	lcl_NZ_CP028720.1_prot_WP_010716621.1_1370
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_033628631.1_450	lcl_NZ_CP028722.1_prot_WP_033591185.1_2877,lcl_NZ_CP028721.1_prot_WP_050540753.1_2789
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002359287.1_118	lcl_NZ_CP028720.1_prot_WP_002408313.1_1361
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002401419.1_453	lcl_NZ_CP028721.1_prot_WP_002403574.1_2784,lcl_NZ_CP028722.1_prot_WP_010775003.1_2882
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_010774154.1_328	lcl_NZ_CP028720.1_prot_WP_131501931.1_2772
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002355913.1_930	lcl_NZ_CP028720.1_prot_WP_002355913.1_119,lcl_NZ_CP028720.1_prot_WP_002355918.1_114
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_010784266.1_133	lcl_NZ_CP028722.1_prot_WP_131501966.1_2870
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002359299.1_130	lcl_NZ_CP028720.1_prot_WP_002402321.1_1375
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002298822.1_1751	lcl_NZ_CP028720.1_prot_WP_001009056.1_994
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_010710133.1_465	lcl_NZ_CP028721.1_prot_WP_001252682.1_2831,lcl_NZ_CP028722.1_prot_WP_002368088.1_2841
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002377937.1_455	lcl_NZ_CP028721.1_prot_WP_002385553.1_2782,lcl_NZ_CP028722.1_prot_WP_010715741.1_2884
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002355301.1_392	lcl_NZ_CP028720.1_prot_WP_002355301.1_665
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002377936.1_452	lcl_NZ_CP028721.1_prot_WP_131501952.1_2785,lcl_NZ_CP028722.1_prot_WP_002409352.1_2881
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002364326.1_447	lcl_NZ_CP028721.1_prot_WP_010707410.1_2792
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002360793.1_456	lcl_NZ_CP028721.1_prot_WP_002360793.1_2781,lcl_NZ_CP028722.1_prot_WP_002360793.1_2885
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002370667.1_448	lcl_NZ_CP028722.1_prot_WP_002370667.1_2875,lcl_NZ_CP028721.1_prot_WP_002370667.1_2791
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_011109430.1_134	lcl_NZ_CP028720.1_prot_WP_010819836.1_277,lcl_NZ_CP028721.1_prot_WP_131501954.1_2794,lcl_NZ_CP028722.1_prot_WP_131501968.1_2872
GCA_004332015.1_CVM-N48037F	lcl_NC_004669.1_prot_WP_002387613.1_3092	lcl_NZ_CP028721.1_prot_WP_002365921.1_2828
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002371667.1_2843	lcl_NZ_CP028720.1_prot_WP_002370158.1_1052,lcl_NZ_CP028720.1_prot_WP_002370083.1_1197
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_010714280.1_446	lcl_NZ_CP028721.1_prot_WP_002403568.1_2793,lcl_NZ_CP028722.1_prot_WP_002379922.1_2873,lcl_NZ_CP028720.1_prot_WP_010819837.1_276
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002379301.1_984	lcl_NZ_CP028720.1_prot_WP_002363665.1_66,lcl_NZ_CP028720.1_prot_WP_002378649.1_1481
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002359290.1_121	lcl_NZ_CP028720.1_prot_WP_010824177.1_1365
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_010714172.1_287	lcl_NZ_CP028720.1_prot_WP_002358108.1_33
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002360791.1_457	lcl_NZ_CP028722.1_prot_WP_002360791.1_2886,lcl_NZ_CP028721.1_prot_WP_002360791.1_2780
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002359288.1_119	lcl_NZ_CP028720.1_prot_WP_033594340.1_1362
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002377939.1_460	lcl_NZ_CP028722.1_prot_WP_002360785.1_2890,lcl_NZ_CP028721.1_prot_WP_131501962.1_2836
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_010706694.1_767	lcl_NZ_CP028720.1_prot_WP_002378061.1_424,lcl_NZ_CP028720.1_prot_WP_160759003.1_1294
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002355647.1_714	lcl_NZ_CP028720.1_prot_WP_002357053.1_2019,lcl_NZ_CP028720.1_prot_WP_033626362.1_1340,lcl_NZ_CP028720.1_prot_WP_002355647.1_479
GCA_004332015.1_CVM-N48037F	lcl_NC_004671.1_prot_WP_002395034.1_3182	lcl_NZ_CP028720.1_prot_WP_010712136.1_244
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002361094.1_768	lcl_NZ_CP028720.1_prot_WP_002378063.1_423,lcl_NZ_CP028720.1_prot_WP_131501881.1_1295
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002377940.1_462	lcl_NZ_CP028722.1_prot_WP_002398543.1_2838,lcl_NZ_CP028721.1_prot_WP_085408028.1_2834
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002377931.1_449	lcl_NZ_CP028722.1_prot_WP_002385560.1_2876,lcl_NZ_CP028721.1_prot_WP_002403570.1_2790
GCA_004332015.1_CVM-N48037F	lcl_NC_004668.1_prot_WP_002360796.1_454	lcl_NZ_CP028722.1_prot_WP_002360796.1_2883,lcl_NZ_CP028721.1_prot_WP_002360796.1_2783
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002377937.1_455	lcl_NZ_AP018544.1_prot_WP_002403100.1_2880
GCA_003966405.1_KUB3007	lcl_NC_004671.1_prot_WP_002406534.1_3197	lcl_NZ_AP018545.1_prot_WP_010717968.1_3044
GCA_003966405.1_KUB3007	lcl_NC_004669.1_prot_WP_002387613.1_3092	lcl_NZ_AP018544.1_prot_WP_000347505.1_2895
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002364326.1_447	lcl_NZ_AP018544.1_prot_WP_086321357.1_2871
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002377940.1_462	lcl_NZ_AP018544.1_prot_WP_010831073.1_2887
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002379301.1_984	lcl_NZ_AP018543.1_prot_WP_010710682.1_2339,lcl_NZ_AP018543.1_prot_WP_002379301.1_837
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002298822.1_1751	lcl_NZ_AP018543.1_prot_WP_001009056.1_2815
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_010706694.1_767	lcl_NZ_AP018543.1_prot_WP_010707792.1_594,lcl_NZ_AP018543.1_prot_WP_002380903.1_2471
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002365911.1_459	lcl_NZ_AP018544.1_prot_WP_002365911.1_2884
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002371667.1_2843	lcl_NZ_AP018543.1_prot_WP_002365438.1_2744
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_010714280.1_446	lcl_NZ_AP018544.1_prot_WP_002393549.1_2870
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002379919.1_327	lcl_NZ_AP018543.1_prot_WP_002369080.1_1872
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_033628631.1_450	lcl_NZ_AP018544.1_prot_2874
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_010710133.1_465	lcl_NZ_AP018544.1_prot_WP_086321361.1_2891
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_010782977.1_132	lcl_NZ_AP018544.1_prot_WP_002375285.1_2866
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002377939.1_460	lcl_NZ_AP018544.1_prot_WP_010773420.1_2885
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002355301.1_392	lcl_NZ_AP018543.1_prot_WP_080005599.1_312
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002355647.1_714	lcl_NZ_AP018543.1_prot_WP_002355647.1_534
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002360796.1_454	lcl_NZ_AP018544.1_prot_WP_126301001.1_2879
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002401419.1_453	lcl_NZ_AP018544.1_prot_WP_073340343.1_2877
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_010774154.1_328	lcl_NZ_AP018543.1_prot_WP_033778572.1_1725,lcl_NZ_AP018543.1_prot_WP_002404976.1_1871
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002370667.1_448	lcl_NZ_AP018544.1_prot_WP_002370667.1_2872
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002377936.1_452	lcl_NZ_AP018544.1_prot_WP_086321359.1_2876
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002361094.1_768	lcl_NZ_AP018543.1_prot_WP_126300914.1_595,lcl_NZ_AP018543.1_prot_WP_002378063.1_2470
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_473	lcl_NZ_AP018544.1_prot_WP_013438840.1_2909,lcl_NZ_AP018546.1_prot_WP_002377886.1_3113,lcl_NZ_AP018544.1_prot_WP_002354485.1_2929,lcl_NZ_AP018546.1_prot_WP_126301015.1_3101,lcl_NZ_AP018544.1_prot_WP_002354485.1_2915,lcl_NZ_AP018544.1_prot_WP_002354485.1_2900,lcl_NZ_AP018544.1_prot_2902,lcl_NZ_AP018546.1_prot_WP_080114315.1_3118,lcl_NZ_AP018546.1_prot_WP_002354485.1_3104
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002360791.1_457	lcl_NZ_AP018544.1_prot_WP_002387948.1_2882
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002355913.1_930	lcl_NZ_AP018543.1_prot_WP_002355918.1_773,lcl_NZ_AP018543.1_prot_WP_002355913.1_768
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002390607.1_1383	lcl_NZ_AP018543.1_prot_WP_126300952.1_1272,lcl_NZ_AP018543.1_prot_WP_002404980.1_1867
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_000997695.1_335	lcl_NZ_AP018544.1_prot_WP_000997695.1_2958,lcl_NZ_AP018544.1_prot_WP_000997695.1_2932
GCA_003966405.1_KUB3007	lcl_NC_004669.1_prot_WP_021732893.1_3134	lcl_NZ_AP018544.1_prot_WP_086321369.1_2851,lcl_NZ_AP018545.1_prot_WP_104659491.1_3036
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_011109430.1_134	lcl_NZ_AP018544.1_prot_WP_126301000.1_2869,lcl_NZ_AP018545.1_prot_WP_104876235.1_2981
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002377931.1_449	lcl_NZ_AP018544.1_prot_WP_029888160.1_2873
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_010784266.1_133	lcl_NZ_AP018544.1_prot_WP_086321355.1_2867
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_011109451.1_451	lcl_NZ_AP018544.1_prot_WP_010773576.1_2875
GCA_003966405.1_KUB3007	lcl_NC_004668.1_prot_WP_002360793.1_456	lcl_NZ_AP018544.1_prot_WP_002360793.1_2881
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_010706694.1_767	lcl_NZ_CP039296.1_prot_WP_010706791.1_2964,lcl_NZ_CP039296.1_prot_WP_010706694.1_832
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002359288.1_119	lcl_NZ_CP039296.1_prot_WP_002359288.1_127,lcl_NZ_CP039296.1_prot_WP_002365226.1_2535
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002359295.1_126	lcl_NZ_CP039296.1_prot_WP_002359295.1_134,lcl_NZ_CP039296.1_prot_WP_010708073.1_2527
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002390607.1_1383	lcl_NZ_CP039296.1_prot_WP_002359996.1_2076,lcl_NZ_CP039296.1_prot_WP_002390607.1_1491
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002377940.1_462	lcl_NZ_CP039296.1_prot_WP_002377940.1_495
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002377931.1_449	lcl_NZ_CP039296.1_prot_WP_002377931.1_482
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002359287.1_118	lcl_NZ_CP039296.1_prot_WP_002359287.1_126,lcl_NZ_CP039296.1_prot_WP_010708070.1_2536
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002359289.1_120	lcl_NZ_CP039296.1_prot_WP_002359289.1_128,lcl_NZ_CP039296.1_prot_WP_010708071.1_2534
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002359319.1_143	lcl_NZ_CP039296.1_prot_WP_002359319.1_152,lcl_NZ_CP039296.1_prot_WP_002394251.1_2511
GCA_006494835.1_VE14089	lcl_NC_004669.1_prot_WP_021732893.1_3134	lcl_NZ_CP039296.1_prot_WP_010713026.1_3201
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002355647.1_714	lcl_NZ_CP039296.1_prot_WP_002357053.1_1981,lcl_NZ_CP039296.1_prot_WP_002355647.1_774
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_033628631.1_450	lcl_NZ_CP039296.1_prot_WP_010773698.1_483
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002330910.1_1746	lcl_NZ_CP039296.1_prot_WP_002399809.1_2275,lcl_NZ_CP039296.1_prot_WP_002330910.1_1869
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_000997695.1_335	lcl_NZ_CP039296.1_prot_WP_000997695.1_597,lcl_NZ_CP039296.1_prot_WP_000997695.1_357,lcl_NZ_CP039296.1_prot_WP_000997695.1_2785,lcl_NZ_CP039296.1_prot_WP_000997695.1_2165,lcl_NZ_CP039296.1_prot_WP_000997695.1_2179
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002298822.1_1751	lcl_NZ_CP039296.1_prot_WP_002298822.1_2336,lcl_NZ_CP039296.1_prot_WP_002298822.1_1874
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002355301.1_392	lcl_NZ_CP039296.1_prot_WP_011109446.1_419,lcl_NZ_CP039296.1_prot_WP_011109530.1_2259
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002370667.1_448	lcl_NZ_CP039296.1_prot_WP_002370667.1_481
GCA_006494835.1_VE14089	lcl_NC_004669.1_prot_WP_010708491.1_3135	lcl_NZ_CP039296.1_prot_WP_010708491.1_3202
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_000195429.1_112	lcl_NZ_CP039296.1_prot_WP_000195429.1_2623,lcl_NZ_CP039296.1_prot_WP_000195429.1_2181,lcl_NZ_CP039296.1_prot_WP_000195429.1_120,lcl_NZ_CP039296.1_prot_WP_000195429.1_525,lcl_NZ_CP039296.1_prot_WP_000195429.1_3227,lcl_NZ_CP039296.1_prot_WP_000195429.1_3085
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002377936.1_452	lcl_NZ_CP039296.1_prot_WP_002377936.1_485
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002377939.1_460	lcl_NZ_CP039296.1_prot_WP_002377939.1_493
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002364326.1_447	lcl_NZ_CP039296.1_prot_WP_002364326.1_479
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002359290.1_121	lcl_NZ_CP039296.1_prot_WP_002365222.1_2533,lcl_NZ_CP039296.1_prot_WP_002359290.1_129
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002355913.1_930	lcl_NZ_CP039296.1_prot_WP_002355918.1_1011,lcl_NZ_CP039296.1_prot_WP_002355913.1_1006
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002298800.1_1760	lcl_NZ_CP039296.1_prot_WP_002298800.1_1885,lcl_NZ_CP039296.1_prot_WP_002359806.1_2345
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002360793.1_456	lcl_NZ_CP039296.1_prot_WP_002360793.1_489
GCA_006494835.1_VE14089	lcl_NC_004671.1_prot_WP_002395034.1_3182	lcl_NZ_CP039296.1_prot_WP_002377949.1_504
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002360076.1_1754	lcl_NZ_CP039296.1_prot_WP_002360076.1_1877,lcl_NZ_CP039296.1_prot_WP_002359815.1_2338
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_010714172.1_287	lcl_NZ_CP039296.1_prot_WP_010714172.1_305
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002379301.1_984	lcl_NZ_CP039296.1_prot_WP_002379301.1_1067,lcl_NZ_CP039296.1_prot_WP_010706835.1_2768
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_011109451.1_451	lcl_NZ_CP039296.1_prot_WP_011109451.1_484
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002401419.1_453	lcl_NZ_CP039296.1_prot_WP_002360797.1_486
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_010784266.1_133	lcl_NZ_CP039296.1_prot_WP_010784266.1_141
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002298798.1_1761	lcl_NZ_CP039296.1_prot_WP_002298798.1_1886,lcl_NZ_CP039296.1_prot_WP_002383555.1_2346
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_010782977.1_132	lcl_NZ_CP039296.1_prot_WP_010782977.1_140
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_010774154.1_328	lcl_NZ_CP039296.1_prot_WP_010774154.1_349,lcl_NZ_CP039296.1_prot_WP_002415467.1_2787
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002360796.1_454	lcl_NZ_CP039296.1_prot_WP_002360796.1_487
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_473	lcl_NZ_CP039296.1_prot_WP_002354485.1_3220,lcl_NZ_CP039296.1_prot_507,lcl_NZ_CP039296.1_prot_WP_002354485.1_3192,lcl_NZ_CP039296.1_prot_516
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002360791.1_457	lcl_NZ_CP039296.1_prot_WP_002387948.1_490
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002361094.1_768	lcl_NZ_CP039296.1_prot_WP_002378063.1_2963,lcl_NZ_CP039296.1_prot_WP_002361094.1_833
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_011109430.1_134	lcl_NZ_CP039296.1_prot_WP_011109430.1_143,lcl_NZ_CP039296.1_prot_WP_010710127.1_477
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_010710133.1_465	lcl_NZ_CP039296.1_prot_WP_010710133.1_499
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002365911.1_459	lcl_NZ_CP039296.1_prot_WP_002365911.1_492
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002377937.1_455	lcl_NZ_CP039296.1_prot_WP_002377937.1_488
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002298826.1_1747	lcl_NZ_CP039296.1_prot_WP_002359820.1_2276,lcl_NZ_CP039296.1_prot_WP_002298826.1_1870
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002379919.1_327	lcl_NZ_CP039296.1_prot_WP_002379919.1_348,lcl_NZ_CP039296.1_prot_WP_002367246.1_2788
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002359299.1_130	lcl_NZ_CP039296.1_prot_WP_010708075.1_2522,lcl_NZ_CP039296.1_prot_WP_002393275.1_138
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_010714280.1_446	lcl_NZ_CP039296.1_prot_WP_010714280.1_478
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002386531.1_142	lcl_NZ_CP039296.1_prot_WP_002394252.1_2512,lcl_NZ_CP039296.1_prot_WP_002386531.1_151
GCA_006494835.1_VE14089	lcl_NC_004668.1_prot_WP_002371667.1_2843	lcl_NZ_CP039296.1_prot_WP_002371667.1_3061,lcl_NZ_CP039296.1_prot_WP_002368511.1_3264
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002298826.1_1747	lcl_NZ_CP030042.1_prot_WP_138807184.1_1317
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002379301.1_984	lcl_NZ_CP030042.1_prot_WP_010717162.1_447,lcl_NZ_CP030042.1_prot_WP_010716934.1_1840
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002298800.1_1760	lcl_NZ_CP030042.1_prot_WP_010710320.1_1308
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002379919.1_327	lcl_NZ_CP030042.1_prot_WP_002369080.1_880,lcl_NZ_CP030042.1_prot_WP_010784051.1_1021
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002360076.1_1754	lcl_NZ_CP030042.1_prot_WP_138807182.1_1313
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_010784266.1_133	lcl_NZ_CP030044.1_prot_WP_138807359.1_2732
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002298798.1_1761	lcl_NZ_CP030042.1_prot_WP_010710319.1_1307
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002298822.1_1751	lcl_NZ_CP030042.1_prot_WP_002298822.1_1315
GCA_005979285.1_C25	lcl_NC_004669.1_prot_WP_010708491.1_3135	lcl_NZ_CP030043.1_prot_WP_002390465.1_2668
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_010706694.1_767	lcl_NZ_CP030042.1_prot_WP_010707792.1_2062,lcl_NZ_CP030042.1_prot_WP_162301538.1_317
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002355913.1_930	lcl_NZ_CP030042.1_prot_WP_002355913.1_1893,lcl_NZ_CP030042.1_prot_WP_002355918.1_1888
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_010714280.1_446	lcl_NZ_CP030044.1_prot_WP_002367672.1_2727
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002390607.1_1383	lcl_NZ_CP030042.1_prot_WP_002404980.1_885
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002355301.1_392	lcl_NZ_CP030042.1_prot_WP_002355301.1_2322
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002371667.1_2843	lcl_NZ_CP030042.1_prot_WP_002398518.1_85,lcl_NZ_CP030042.1_prot_WP_010716776.1_236
GCA_005979285.1_C25	lcl_NC_004671.1_prot_WP_002406534.1_3197	lcl_NZ_CP030044.1_prot_WP_010817799.1_2743
GCA_005979285.1_C25	lcl_NC_004669.1_prot_WP_021732893.1_3134	lcl_NZ_CP030044.1_prot_WP_025189617.1_2747,lcl_NZ_CP030043.1_prot_WP_161978277.1_2667
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002361094.1_768	lcl_NZ_CP030042.1_prot_WP_002361094.1_318,lcl_NZ_CP030042.1_prot_WP_002361094.1_2061
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_010714172.1_287	lcl_NZ_CP030042.1_prot_WP_002395800.1_983
GCA_005979285.1_C25	lcl_NC_004668.1_prot_473	lcl_NZ_CP030042.1_prot_WP_010713561.1_2258,lcl_NZ_CP030042.1_prot_WP_010713564.1_2279,lcl_NZ_CP030043.1_prot_WP_013646119.1_2634,lcl_NZ_CP030044.1_prot_WP_162301543.1_2702,lcl_NZ_CP030043.1_prot_WP_000191454.1_2624,lcl_NZ_CP030043.1_prot_WP_162301542.1_2651,lcl_NZ_CP030043.1_prot_WP_001015311.1_2641,lcl_NZ_CP030043.1_prot_WP_161978276.1_2631
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_010782977.1_132	lcl_NZ_CP030044.1_prot_WP_162301544.1_2733
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_002355647.1_714	lcl_NZ_CP030042.1_prot_WP_002355647.1_2118
GCA_005979285.1_C25	lcl_NC_004668.1_prot_WP_010774154.1_328	lcl_NZ_CP030042.1_prot_WP_002404976.1_881
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_010714280.1_446	lcl_NZ_AP018539.1_prot_WP_002393549.1_2873
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_002377939.1_460	lcl_NZ_AP018539.1_prot_WP_010773420.1_2888
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_002379919.1_327	lcl_NZ_AP018538.1_prot_WP_002369080.1_1874
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_002361094.1_768	lcl_NZ_AP018538.1_prot_WP_002378063.1_2473,lcl_NZ_AP018538.1_prot_WP_126300914.1_598
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_002298822.1_1751	lcl_NZ_AP018538.1_prot_WP_001009056.1_2818
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_002401419.1_453	lcl_NZ_AP018539.1_prot_WP_073340343.1_2880
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_011109430.1_134	lcl_NZ_AP018539.1_prot_WP_126301000.1_2872,lcl_NZ_AP018540.1_prot_WP_104876235.1_2984
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_033628631.1_450	lcl_NZ_AP018539.1_prot_2877
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_002371667.1_2843	lcl_NZ_AP018538.1_prot_WP_002365438.1_2747
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_002360791.1_457	lcl_NZ_AP018539.1_prot_WP_002387948.1_2885
GCA_003966385.1_KUB3006	lcl_NC_004668.1_prot_WP_002377931.1_449	lcl_NZ_AP018539.1_prot_WP_029888160.1_2876
