seq_id,locus_tag,origin,strand,start,end,gene,pseudo,prot_id,prot_name,annot
lcl_NZ_CP013994.1_prot_WP_002300930.1_917 ,AWJ25_RS04755,NZ_CP013994.1,+,935909,936571,n.a,false,WP_002300930.1,"DUF624 domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286553.1_1844 ,AWJ25_RS09535,NZ_CP013994.1,-,1901128,1901814,n.a,false,WP_002286553.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002287612.1_1719 ,AWJ25_RS08905,NZ_CP013994.1,-,1783869,1784831,fabH,false,WP_002287612.1,"ketoacyl_ACP synthase III","n.a"
lcl_NZ_CP013995.1_prot_WP_002296240.1_3155 ,AWJ25_RS16415,NZ_CP013995.1,-,314051,314311,n.a,false,WP_002296240.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288627.1_35 ,AWJ25_RS00175,NZ_CP013994.1,-,40707,41630,n.a,false,WP_002288627.1,"type I pantothenate kinase","n.a"
lcl_NZ_CP013994.1_prot_WP_002295947.1_1241 ,AWJ25_RS06380,NZ_CP013994.1,+,1268100,1268666,amaP,false,WP_002295947.1,"alkaline shock response membrane anchor protein AmaP","n.a"
lcl_NZ_CP013994.1_prot_WP_002294125.1_319 ,AWJ25_RS01595,NZ_CP013994.1,+,321822,322745,n.a,false,WP_002294125.1,"LacI family DNA_binding transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002303122.1_1606 ,AWJ25_RS08225,NZ_CP013994.1,-,1650825,1652228,n.a,false,WP_002303122.1,"ATP_dependent DNA helicase RecQ","n.a"
lcl_NZ_CP013994.1_prot_WP_002288509.1_999 ,AWJ25_RS05180,NZ_CP013994.1,+,1022277,1022588,n.a,false,WP_002288509.1,"YlxQ_related RNA_binding protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286612.1_1868 ,AWJ25_RS09665,NZ_CP013994.1,-,1919508,1920521,n.a,false,WP_002286612.1,"Gfo/Idh/MocA family oxidoreductase","n.a"
lcl_NZ_CP013994.1_prot_WP_002286442.1_1790 ,AWJ25_RS09260,NZ_CP013994.1,-,1862519,1863091,rfbC,false,WP_002286442.1,"dTDP_4_dehydrorhamnose 3;5_epimerase","n.a"
lcl_NZ_CP013994.1_prot_WP_002287585.1_2389 ,AWJ25_RS12320,NZ_CP013994.1,-,2467745,2468443,n.a,false,WP_002287585.1,"FadR family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002287022.1_2027 ,AWJ25_RS10485,NZ_CP013994.1,-,2063782,2064603,n.a,false,WP_002287022.1,"PTS system mannose/fructose/sorbose family transporter subunit IID","n.a"
lcl_NZ_CP013994.1_prot_WP_010729283.1_2713 ,AWJ25_RS14105,NZ_CP013994.1,+,2845542,2847989,n.a,false,WP_010729283.1,"ATP_binding protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002285985.1_2547 ,AWJ25_RS13145,NZ_CP013994.1,-,2646796,2649498,n.a,false,WP_002285985.1,"alpha_mannosidase","n.a"
lcl_NZ_CP013994.1_prot_WP_002286633.1_1881 ,AWJ25_RS09730,NZ_CP013994.1,-,1933165,1934385,n.a,false,WP_002286633.1,"FtsQ_type POTRA domain_containing protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002325884.1_2875 ,AWJ25_RS14975,NZ_CP013995.1,-,53433,54386,n.a,false,WP_002325884.1,"IS30 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002293424.1_168 ,AWJ25_RS00850,NZ_CP013994.1,+,169057,170133,n.a,false,WP_002293424.1,"D_alanine__D_alanine ligase","n.a"
lcl_NZ_CP013994.1_prot_WP_002303189.1_2574 ,AWJ25_RS13270,NZ_CP013994.1,-,2681156,2681917,n.a,false,WP_002303189.1,"MerR family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002289203.1_41 ,AWJ25_RS00205,NZ_CP013994.1,+,46390,47472,n.a,false,WP_002289203.1,"BMP family ABC transporter substrate_binding protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002295129.1_616 ,AWJ25_RS03170,NZ_CP013994.1,+,636450,637334,n.a,false,WP_002295129.1,"polysaccharide deacetylase family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002302892.1_414 ,AWJ25_RS02090,NZ_CP013994.1,+,429004,431772,n.a,false,WP_002302892.1,"sigma_54_dependent transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002289388.1_2777 ,AWJ25_RS14420,NZ_CP013994.1,+,2921815,2922621,n.a,false,WP_002289388.1,"ATP_binding cassette domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288806.1_2800 ,AWJ25_RS14595,NZ_CP013994.1,-,2957422,2958312,n.a,false,WP_002288806.1,"ParB/RepB/Spo0J family partition protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002303311.1_3084 ,AWJ25_RS16055,NZ_CP013995.1,-,248448,249041,n.a,false,WP_002303311.1,"abortive infection protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002292815.1_621 ,AWJ25_RS03200,NZ_CP013994.1,+,642677,643432,n.a,false,WP_002292815.1,"triose_phosphate isomerase","n.a"
lcl_NZ_CP013994.1_prot_WP_002295076.1_580 ,AWJ25_RS02990,NZ_CP013994.1,+,599159,600229,n.a,false,WP_002295076.1,"ABC transporter permease","n.a"
lcl_NZ_CP013994.1_prot_WP_002318491.1_851 ,AWJ25_RS04410,NZ_CP013994.1,-,869469,869768,n.a,false,WP_002318491.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002287630.1_1707 ,AWJ25_RS08845,NZ_CP013994.1,-,1774467,1774778,yhbY,false,WP_002287630.1,"ribosome assembly RNA_binding protein YhbY","n.a"
lcl_NZ_CP013994.1_prot_WP_002287391.1_2603 ,AWJ25_RS13560,NZ_CP013994.1,-,2729738,2730460,n.a,false,WP_002287391.1,"YebC/PmpR family DNA_binding transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002287273.1_342 ,AWJ25_RS01720,NZ_CP013994.1,+,348860,350026,n.a,false,WP_002287273.1,"AI_2E family transporter","n.a"
lcl_NZ_CP013994.1_prot_WP_002322207.1_2340 ,AWJ25_RS12075,NZ_CP013994.1,-,2415807,2417582,n.a,false,WP_002322207.1,"HTH domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288860.1_315 ,AWJ25_RS01575,NZ_CP013994.1,-,318218,318880,n.a,false,WP_002288860.1,"CPBP family intramembrane metalloprotease","n.a"
lcl_NZ_CP013994.1_prot_WP_002296405.1_1111 ,AWJ25_RS05715,NZ_CP013994.1,+,1143266,1144207,n.a,false,WP_002296405.1,"rhodanese_related sulfurtransferase","n.a"
lcl_NZ_CP013994.1_prot_WP_002289328.1_397 ,AWJ25_RS02005,NZ_CP013994.1,+,409444,410454,n.a,false,WP_002289328.1,"helix_turn_helix domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002302920.1_645 ,AWJ25_RS03320,NZ_CP013994.1,+,664801,665184,n.a,false,WP_002302920.1,"GNAT family N_acetyltransferase","n.a"
lcl_NZ_CP013994.1_prot_WP_002296096.1_1395 ,AWJ25_RS07155,NZ_CP013994.1,+,1432220,1433404,n.a,false,WP_002296096.1,"tetracycline resistance MFS efflux pump","n.a"
lcl_NZ_CP013994.1_prot_WP_002289063.1_1659 ,AWJ25_RS08500,NZ_CP013994.1,+,1712251,1712445,n.a,false,WP_002289063.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002302704.1_2680 ,AWJ25_RS13940,NZ_CP013994.1,+,2811701,2812408,n.a,false,WP_002302704.1,"AzlC family ABC transporter permease","n.a"
lcl_NZ_CP013994.1_prot_WP_002312619.1_2450 ,AWJ25_RS12640,NZ_CP013994.1,-,2532845,2533768,n.a,false,WP_002312619.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002294379.1_1628 ,AWJ25_RS08335,NZ_CP013994.1,+,1676026,1678617,mprF,false,WP_002294379.1,"bifunctional lysylphosphatidylglycerol flippase/synthetase MprF","n.a"
lcl_NZ_CP013995.1_prot_WP_002290394.1_3200 ,AWJ25_RS16635,NZ_CP013995.1,+,363131,363448,n.a,false,WP_002290394.1,"type II toxin_antitoxin system RelE/ParE family toxin","n.a"
lcl_NZ_CP013995.1_prot_WP_002298083.1_2810 ,AWJ25_RS14645,NZ_CP013995.1,+,1,657,n.a,false,WP_002298083.1,"ABC transporter ATP_binding protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002300314.1_2959 ,AWJ25_RS15430,NZ_CP013995.1,-,138412,139581,n.a,false,WP_002300314.1,"IS256 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002288102.1_1974 ,AWJ25_RS10215,NZ_CP013994.1,-,2007641,2008645,n.a,false,WP_002288102.1,"lipoate__protein ligase","n.a"
lcl_NZ_CP013994.1_prot_WP_002293448.1_146 ,AWJ25_RS00735,NZ_CP013994.1,-,145508,145804,n.a,false,WP_002293448.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002295461.1_1520 ,AWJ25_RS07790,NZ_CP013994.1,-,1565166,1565783,n.a,false,WP_002295461.1,"glycoside hydrolase family 73 protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002303703.1_2685 ,AWJ25_RS13965,NZ_CP013994.1,-,2816326,2817261,n.a,false,WP_002303703.1,"ABC transporter ATP_binding protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286199.1_2513 ,AWJ25_RS12960,NZ_CP013994.1,-,2599281,2600018,n.a,false,WP_002286199.1,"ABC transporter ATP_binding protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002297114.1_1490 ,AWJ25_RS07640,NZ_CP013994.1,-,1530224,1531648,n.a,false,WP_002297114.1,"PLP_dependent aminotransferase family protein","n.a"
lcl_NZ_CP013996.1_prot_WP_000599739.1_3242 ,AWJ25_RS16840,NZ_CP013996.1,-,19022,19627,n.a,false,WP_000599739.1,"cell filamentation protein","n.a"
lcl_NZ_CP013996.1_prot_3273 ,AWJ25_RS18195,NZ_CP013996.1,-,42220,42471,n.a,true,n.a,"GNAT family N_acetyltransferase","n.a"
lcl_NZ_CP013994.1_prot_WP_002303247.1_1274 ,AWJ25_RS06540,NZ_CP013994.1,+,1299354,1301000,n.a,false,WP_002303247.1,"mannitol dehydrogenase family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002302928.1_1694 ,AWJ25_RS08780,NZ_CP013994.1,-,1758466,1760619,n.a,false,WP_002302928.1,"penicillin_binding protein 2","n.a"
lcl_NZ_CP013994.1_prot_WP_002286213.1_2518 ,AWJ25_RS12985,NZ_CP013994.1,-,2603114,2605834,n.a,false,WP_002286213.1,"AAA family ATPase","n.a"
lcl_NZ_CP013994.1_prot_WP_074394656.1_2754 ,AWJ25_RS17950,NZ_CP013994.1,+,2891613,2891771,n.a,false,WP_074394656.1,"helix_turn_helix domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288081.1_1986 ,AWJ25_RS10275,NZ_CP013994.1,+,2021827,2022429,nrdG,false,WP_002288081.1,"anaerobic ribonucleoside_triphosphate reductase activating protein","n.a"
lcl_NZ_CP013995.1_prot_2823 ,AWJ25_RS18000,NZ_CP013995.1,-,12172,13404,n.a,true,n.a,"ISL3 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002296623.1_1538 ,AWJ25_RS07885,NZ_CP013994.1,+,1582201,1583496,n.a,false,WP_002296623.1,"ISL3 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_086956687.1_457 ,AWJ25_RS02335,NZ_CP013994.1,-,481672,482834),n.a,false,WP_086956687.1,"IS3 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002288491.1_1066 ,AWJ25_RS05485,NZ_CP013994.1,+,1092964,1093551,n.a,false,WP_002288491.1,"YihA family ribosome biogenesis GTP_binding protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286649.1_1890 ,AWJ25_RS09775,NZ_CP013994.1,+,1942596,1943552,n.a,false,WP_002286649.1,"magnesium transporter CorA family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288396.1_1584 ,AWJ25_RS08115,NZ_CP013994.1,-,1628264,1628977,n.a,false,WP_002288396.1,"YpmS family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288318.1_1652 ,AWJ25_RS08465,NZ_CP013994.1,-,1704794,1705054,n.a,false,WP_002288318.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002294067.1_530 ,AWJ25_RS02735,NZ_CP013994.1,+,545240,545440,n.a,false,WP_002294067.1,"cold_shock protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002289053.1_876 ,AWJ25_RS04530,NZ_CP013994.1,-,895041,895769,n.a,false,WP_002289053.1,"AAA family ATPase","n.a"
lcl_NZ_CP013994.1_prot_WP_010710550.1_1159 ,AWJ25_RS17365,NZ_CP013994.1,+,1195741,1196283,n.a,false,WP_010710550.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002348809.1_751 ,AWJ25_RS03885,NZ_CP013994.1,+,780544,781071,n.a,false,WP_002348809.1,"peptidase","n.a"
lcl_NZ_CP013994.1_prot_238 ,AWJ25_RS17105,NZ_CP013994.1,+,242741,243291,n.a,true,n.a,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002354485.1_2024 ,AWJ25_RS10470,NZ_CP013994.1,-,2060612,2061298,n.a,false,WP_002354485.1,"IS6_like element IS1216 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002289263.1_1562 ,AWJ25_RS08005,NZ_CP013994.1,-,1603805,1604731,n.a,false,WP_002289263.1,"manganese_dependent inorganic pyrophosphatase","n.a"
lcl_NZ_CP013994.1_prot_WP_002289751.1_161 ,AWJ25_RS00810,NZ_CP013994.1,+,161056,161685,n.a,false,WP_002289751.1,"uridine kinase","n.a"
lcl_NZ_CP013994.1_prot_WP_002288333.1_1126 ,AWJ25_RS05790,NZ_CP013994.1,+,1159426,1159866,n.a,false,WP_002288333.1,"lipoprotein","n.a"
lcl_NZ_CP013994.1_prot_WP_002305373.1_1923 ,AWJ25_RS09955,NZ_CP013994.1,-,1972661,1973398,n.a,false,WP_002305373.1,"phage tail protein","n.a"
lcl_NZ_CP013994.1_prot_1946 ,AWJ25_RS17530,NZ_CP013994.1,-,1990621,1990710,n.a,true,n.a,"transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002286728.1_2171 ,AWJ25_RS11210,NZ_CP013994.1,+,2220980,2221579,n.a,false,WP_002286728.1,"metallophosphatase","n.a"
lcl_NZ_CP013994.1_prot_WP_002297218.1_648 ,AWJ25_RS03345,NZ_CP013994.1,-,666922,668217,n.a,false,WP_002297218.1,"ISL3_like element ISEfa11 family transposase","n.a"
lcl_NZ_CP013995.1_prot_WP_002287525.1_3204 ,AWJ25_RS16655,NZ_CP013995.1,+,366670,367818,n.a,false,WP_002287525.1,"IS200/IS605 family element transposase accessory protein TnpB","n.a"
lcl_NZ_CP013994.1_prot_WP_002289731.1_2588 ,AWJ25_RS13340,NZ_CP013994.1,-,2702238,2703431,n.a,false,WP_002289731.1,"methionine adenosyltransferase","n.a"
lcl_NZ_CP013994.1_prot_WP_002294101.1_373 ,AWJ25_RS01875,NZ_CP013994.1,+,381567,382592,n.a,false,WP_002294101.1,"threonylcarbamoyl_AMP synthase","n.a"
lcl_NZ_CP013994.1_prot_WP_002319918.1_517 ,AWJ25_RS02660,NZ_CP013994.1,+,535895,536344,n.a,false,WP_002319918.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002289140.1_1090 ,AWJ25_RS05610,NZ_CP013994.1,+,1123316,1124407,n.a,false,WP_002289140.1,"prephenate dehydrogenase","n.a"
lcl_NZ_CP013994.1_prot_WP_002287345.1_2628 ,AWJ25_RS13685,NZ_CP013994.1,-,2756343,2757161,purR,false,WP_002287345.1,"pur operon repressor","n.a"
lcl_NZ_CP013995.1_prot_WP_002303114.1_3142 ,AWJ25_RS16345,NZ_CP013995.1,-,306072,306422,n.a,false,WP_002303114.1,"hypothetical protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002354485.1_2845 ,AWJ25_RS14820,NZ_CP013995.1,+,29777,30463,n.a,false,WP_002354485.1,"IS6_like element IS1216 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002286522.1_1931 ,AWJ25_RS09995,NZ_CP013994.1,-,1980640,1980993,n.a,false,WP_002286522.1,"phage head closure protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288360.1_1 ,AWJ25_RS00005,NZ_CP013994.1,+,1,1335,dnaA,false,WP_002288360.1,"chromosomal replication initiator protein DnaA","n.a"
lcl_NZ_CP013995.1_prot_3208 ,AWJ25_RS16675,NZ_CP013995.1,-,372298,373206,n.a,true,n.a,"IS982 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002297129.1_1535 ,AWJ25_RS07860,NZ_CP013994.1,-,1578545,1579381,n.a,false,WP_002297129.1,"helix_turn_helix transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002303791.1_1416 ,AWJ25_RS07260,NZ_CP013994.1,+,1453854,1454813,n.a,false,WP_002303791.1,"IS30_like element IS6770 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002296994.1_1569 ,AWJ25_RS08040,NZ_CP013994.1,-,1614333,1615208,n.a,false,WP_002296994.1,"aldose 1_epimerase family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002298045.1_509 ,AWJ25_RS02620,NZ_CP013994.1,+,526503,526880,n.a,false,WP_002298045.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002305398.1_1954 ,AWJ25_RS10110,NZ_CP013994.1,-,1993827,1994513,n.a,false,WP_002305398.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288285.1_1654 ,AWJ25_RS08475,NZ_CP013994.1,-,1706510,1706809,n.a,false,WP_002288285.1,"PTS sugar transporter subunit IIB","n.a"
lcl_NZ_CP013994.1_prot_WP_002289133.1_1097 ,AWJ25_RS05645,NZ_CP013994.1,+,1130626,1131912,n.a,false,WP_002289133.1,"carbohydrate ABC transporter substrate_binding protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002297404.1_451 ,AWJ25_RS02285,NZ_CP013994.1,-,469609,470859,n.a,false,WP_002297404.1,"IS110 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002321361.1_877 ,AWJ25_RS04535,NZ_CP013994.1,-,895766,897175,n.a,false,WP_002321361.1,"IS21 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002287161.1_448 ,AWJ25_RS02270,NZ_CP013994.1,+,466976,467635,n.a,false,WP_002287161.1,"TIGR01906 family membrane protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002315392.1_801 ,AWJ25_RS04145,NZ_CP013994.1,-,831535,831909,n.a,false,WP_002315392.1,"helix_turn_helix transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002311095.1_1203 ,AWJ25_RS06175,NZ_CP013994.1,+,1236382,1238295,n.a,false,WP_002311095.1,"prolyl oligopeptidase family serine peptidase","n.a"
lcl_NZ_CP013994.1_prot_WP_002305318.1_164 ,AWJ25_RS00830,NZ_CP013994.1,+,164232,164720,n.a,false,WP_002305318.1,"GNAT family N_acetyltransferase","n.a"
lcl_NZ_CP013994.1_prot_WP_002297231.1_1471 ,AWJ25_RS07545,NZ_CP013994.1,-,1508974,1509219,n.a,false,WP_002297231.1,"SGNH/GDSL hydrolase family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002289292.1_2315 ,AWJ25_RS11950,NZ_CP013994.1,-,2387267,2387932,n.a,false,WP_002289292.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002321677.1_1209 ,AWJ25_RS06205,NZ_CP013994.1,+,1243272,1243556,n.a,false,WP_002321677.1,"alcohol dehydrogenase","n.a"
lcl_NZ_CP013994.1_prot_WP_002290817.1_1736 ,AWJ25_RS08990,NZ_CP013994.1,-,1802910,1803443,n.a,false,WP_002290817.1,"DUF402 domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_010729705.1_1032 ,AWJ25_RS05315,NZ_CP013994.1,+,1052633,1053775,n.a,false,WP_010729705.1,"XRE family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002302142.1_365 ,AWJ25_RS01835,NZ_CP013994.1,+,375928,376695,n.a,false,WP_002302142.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002325817.1_724 ,AWJ25_RS03735,NZ_CP013994.1,+,750141,750602,n.a,false,WP_002325817.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286319.1_2282 ,AWJ25_RS11785,NZ_CP013994.1,+,2346118,2346999,n.a,false,WP_002286319.1,"LysR family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002290446.1_57 ,AWJ25_RS00285,NZ_CP013994.1,+,62941,63564,rplD,false,WP_002290446.1,"50S ribosomal protein L4","n.a"
lcl_NZ_CP013994.1_prot_WP_002288637.1_29 ,AWJ25_RS00145,NZ_CP013994.1,-,32497,33282,n.a,false,WP_002288637.1,"DeoR/GlpR transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002302926.1_1714 ,AWJ25_RS08880,NZ_CP013994.1,-,1780086,1780562,accB,false,WP_002302926.1,"acetyl_CoA carboxylase biotin carboxyl carrier protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002294095.1_376 ,AWJ25_RS01890,NZ_CP013994.1,+,385245,385874,n.a,false,WP_002294095.1,"uracil phosphoribosyltransferase","n.a"
lcl_NZ_CP013994.1_prot_WP_002289231.1_2000 ,AWJ25_RS10345,NZ_CP013994.1,-,2034465,2035121,n.a,false,WP_002289231.1,"Crp/Fnr family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002292560.1_2330 ,AWJ25_RS12025,NZ_CP013994.1,-,2402220,2402936,n.a,false,WP_002292560.1,"aquaporin family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286598.1_1862 ,AWJ25_RS09635,NZ_CP013994.1,-,1912790,1913011,n.a,false,WP_002286598.1,"hypothetical protein","n.a"
lcl_NZ_CP013995.1_prot_3018 ,AWJ25_RS15730,NZ_CP013995.1,-,194198,194476,n.a,true,n.a,"site_specific recombinase","n.a"
lcl_NZ_CP013994.1_prot_WP_002287841.1_237 ,AWJ25_RS01190,NZ_CP013994.1,+,242059,242538,rlmH,false,WP_002287841.1,"23S rRNA (pseudouridine(1915)_N(3))_methyltransferase RlmH","n.a"
lcl_NZ_CP013995.1_prot_WP_108676098.1_2934 ,AWJ25_RS15285,NZ_CP013995.1,-,111349,112511),n.a,false,WP_108676098.1,"IS3 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002298060.1_501 ,AWJ25_RS02580,NZ_CP013994.1,+,522299,523177,n.a,false,WP_002298060.1,"phage head morphogenesis protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002294587.1_276 ,AWJ25_RS01375,NZ_CP013994.1,+,277818,278507,rplA,false,WP_002294587.1,"50S ribosomal protein L1","n.a"
lcl_NZ_CP013994.1_prot_WP_002289334.1_394 ,AWJ25_RS01990,NZ_CP013994.1,+,406370,407413,n.a,false,WP_002289334.1,"ABC transporter permease","n.a"
lcl_NZ_CP013994.1_prot_WP_002305364.1_1910 ,AWJ25_RS09875,NZ_CP013994.1,+,1961367,1961669,n.a,false,WP_002305364.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288541.1_2118 ,AWJ25_RS10950,NZ_CP013994.1,-,2161375,2163411,n.a,false,WP_002288541.1,"DUF1430 domain_containing protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002330590.1_3163 ,AWJ25_RS16460,NZ_CP013995.1,-,323393,323728,n.a,false,WP_002330590.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002303489.1_625 ,AWJ25_RS03220,NZ_CP013994.1,-,647973,648548,n.a,false,WP_002303489.1,"ECF transporter S component","n.a"
lcl_NZ_CP013994.1_prot_WP_010729319.1_1147 ,AWJ25_RS05900,NZ_CP013994.1,+,1183876,1185132,n.a,false,WP_010729319.1,"XRE family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002348772.1_302 ,AWJ25_RS01505,NZ_CP013994.1,+,304414,305829,n.a,false,WP_002348772.1,"HlyD family secretion protein","n.a"
lcl_NZ_CP013996.1_prot_WP_002305133.1_3247 ,AWJ25_RS18180,NZ_CP013996.1,-,24455,25837,n.a,false,WP_002305133.1,"helix_turn_helix domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_086956687.1_895 ,AWJ25_RS04630,NZ_CP013994.1,+,915638,916800,n.a,false,WP_086956687.1,"IS3 family transposase","n.a"
lcl_NZ_CP013995.1_prot_WP_002347149.1_3133 ,AWJ25_RS16300,NZ_CP013995.1,+,300529,301344,n.a,false,WP_002347149.1,"replication initiation protein","n.a"
lcl_NZ_CP013996.1_prot_WP_002349227.1_3276 ,AWJ25_RS16995,NZ_CP013996.1,+,44918,45130,n.a,false,WP_002349227.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002324517.1_2425 ,AWJ25_RS12500,NZ_CP013994.1,-,2506006,2506338,n.a,false,WP_002324517.1,"hypothetical protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002350439.1_2982 ,AWJ25_RS15550,NZ_CP013995.1,+,161749,162051,n.a,false,WP_002350439.1,"PTS fructose transporter subunit IIB","n.a"
lcl_NZ_CP013994.1_prot_WP_010729321.1_1149 ,AWJ25_RS05910,NZ_CP013994.1,+,1185675,1186175,n.a,false,WP_010729321.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288252.1_199 ,AWJ25_RS01000,NZ_CP013994.1,+,205206,206105,n.a,false,WP_002288252.1,"AraC family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002287356.1_2620 ,AWJ25_RS13645,NZ_CP013994.1,-,2748438,2748722,n.a,false,WP_002287356.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002293714.1_790 ,AWJ25_RS04090,NZ_CP013994.1,-,824127,824681,n.a,false,WP_002293714.1,"NAD(P)H_dependent oxidoreductase","n.a"
lcl_NZ_CP013994.1_prot_WP_002288576.1_938 ,AWJ25_RS04865,NZ_CP013994.1,-,957839,959092,n.a,false,WP_002288576.1,"NAD(P)/FAD_dependent oxidoreductase","n.a"
lcl_NZ_CP013994.1_prot_WP_002294322.1_37 ,AWJ25_RS00185,NZ_CP013994.1,+,42739,43755,n.a,false,WP_002294322.1,"LacI family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002288449.1_972 ,AWJ25_RS05045,NZ_CP013994.1,+,991150,992130,n.a,false,WP_002288449.1,"LacI family DNA_binding transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002349260.1_521 ,AWJ25_RS02680,NZ_CP013994.1,+,537432,537821,n.a,false,WP_002349260.1,"phage holin family protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002285815.1_2827 ,AWJ25_RS14725,NZ_CP013995.1,+,15366,16019,n.a,false,WP_002285815.1,"response regulator transcription factor","n.a"
lcl_NZ_CP013994.1_prot_WP_002321414.1_551 ,AWJ25_RS02840,NZ_CP013994.1,+,567445,568668,n.a,false,WP_002321414.1,"glucuronyl hydrolase","n.a"
