Group,ID-1,Locus_Tag,Protein1,symbol,name Prot1,Annotation,start,end,strand,Origin,pseudo,ID-2,Locus_tag,Protein2,symbol,name Prot2,Annotation,start,end,strand,Origin,pseudo
1,lcl_NC_009641.1_prot_WP_000977774.1_49,NWMN_RS00250,WP_000977774.1,n.a,tandem_type lipoprotein,n.a,55461,56231,+,NC_009641.1,false
60,lcl_NC_009641.1_prot_WP_001114085.1_1136,NWMN_RS05780,WP_001114085.1,n.a,hypothetical protein,n.a,1121743,1122030,+,NC_009641.1,false
60,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001114085.1_1977,NWMN_RS10215,WP_001114085.1,n.a,hypothetical protein,n.a,2000098,2000385,-,NC_009641.1,false
61,lcl_NC_009641.1_prot_WP_000208960.1_1137,NWMN_RS05785,WP_000208960.1,n.a,phage head_tail connector protein,n.a,1122039,1122371,+,NC_009641.1,false
61,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000208960.1_1976,NWMN_RS10210,WP_000208960.1,n.a,phage head_tail connector protein,n.a,1999757,2000089,-,NC_009641.1,false
62,lcl_NC_009641.1_prot_WP_001268314.1_1138,NWMN_RS05790,WP_001268314.1,n.a,hypothetical protein,n.a,1122368,1122670,+,NC_009641.1,false
62,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001268314.1_1975,NWMN_RS10205,WP_001268314.1,n.a,hypothetical protein,n.a,1999458,1999760,-,NC_009641.1,false
63,lcl_NC_009641.1_prot_WP_001017815.1_1139,NWMN_RS05795,WP_001017815.1,n.a,HK97 gp10 family phage protein,n.a,1122670,1123017,+,NC_009641.1,false
63,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001017815.1_1974,NWMN_RS10200,WP_001017815.1,n.a,HK97 gp10 family phage protein,n.a,1999111,1999458,-,NC_009641.1,false
64,lcl_NC_009641.1_prot_WP_000188650.1_1140,NWMN_RS05800,WP_000188650.1,n.a,hypothetical protein,n.a,1123029,1123412,+,NC_009641.1,false
64,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000188649.1_1973,NWMN_RS10195,WP_000188649.1,n.a,hypothetical protein,n.a,1998716,1999099,-,NC_009641.1,false
65,lcl_NC_009641.1_prot_WP_000002578.1_1141,NWMN_RS05805,WP_000002578.1,n.a,phage major tail protein; TP901_1 family,n.a,1123431,1124012,+,NC_009641.1,false
65,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000002577.1_1972,NWMN_RS10190,WP_000002577.1,n.a,phage major tail protein; TP901_1 family,n.a,1998116,1998697,-,NC_009641.1,false
66,lcl_NC_009641.1_prot_WP_001100161.1_1142,NWMN_RS05810,WP_001100161.1,n.a,hypothetical protein,n.a,1124075,1124440,+,NC_009641.1,false
66,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001100167.1_1971,NWMN_RS10185,WP_001100167.1,n.a,hypothetical protein,n.a,1997689,1998054,-,NC_009641.1,false
67,lcl_NC_009641.1_prot_WP_000105584.1_1143,NWMN_RS05815,WP_000105584.1,n.a,hypothetical protein,n.a,1124470,1124814,+,NC_009641.1,false
67,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000105584.1_1970,NWMN_RS10180,WP_000105584.1,n.a,hypothetical protein,n.a,1997315,1997659,-,NC_009641.1,false
68,lcl_NC_009641.1_prot_WP_000141464.1_1144,NWMN_RS05820,WP_000141464.1,n.a,hypothetical protein,n.a,1124831,1128295,+,NC_009641.1,false
68,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000141456.1_1969,NWMN_RS10175,WP_000141456.1,n.a,hypothetical protein,n.a,1993831,1997298,-,NC_009641.1,false
69,lcl_NC_009641.1_prot_WP_000350684.1_1145,NWMN_RS05825,WP_000350684.1,n.a,phage tail family protein,n.a,1128308,1129255,+,NC_009641.1,false
69,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000350680.1_1968,NWMN_RS10170,WP_000350680.1,n.a,phage tail family protein,n.a,1992871,1993818,-,NC_009641.1,false
70,lcl_NC_009641.1_prot_WP_000156406.1_1146,NWMN_RS05830,WP_000156406.1,n.a,peptidase,n.a,1129264,1131165,+,NC_009641.1,false
70,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000156404.1_1967,NWMN_RS10165,WP_000156404.1,n.a,peptidase,n.a,1990961,1992862,-,NC_009641.1,false
71,lcl_NC_009641.1_prot_1228,NWMN_RS15715,n.a,n.a,phage portal protein,n.a,1211204,1211269,-,NC_009641.1,true
71,,,,,,,,,,,lcl_NC_009641.1_prot_1866,NWMN_RS15740,n.a,n.a,phage portal protein,n.a,1889456,1889518,-,NC_009641.1,true
72,lcl_NC_009641.1_prot_WP_001265708.1_1383,NWMN_RS07040,WP_001265708.1,rpmG,50S ribosomal protein L33,n.a,1371590,1371739,+,NC_009641.1,false
72,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001265709.1_1608,NWMN_RS08205,WP_001265709.1,rpmG,50S ribosomal protein L33,n.a,1621480,1621629,-,NC_009641.1,false
73,lcl_NC_009641.1_prot_1747,NWMN_RS15365,n.a,n.a,IS1182 family transposase,n.a,1762474,1764125,-,NC_009641.1,true
73,,,,,,,,,,,lcl_NC_009641.1_prot_2338,NWMN_RS15535,n.a,n.a,IS1182 family transposase,n.a,2322168,2323792,+,NC_009641.1,true
73,,,,,,,,,,,lcl_NC_009641.1_prot_1843,NWMN_RS15390,n.a,n.a,IS1182 family transposase,n.a,1870643,1872267,+,NC_009641.1,true
74,lcl_NC_009641.1_prot_WP_001038688.1_1875,NWMN_RS09560,WP_001038688.1,splF,serine protease SplF,n.a,1899285,1900004,-,NC_009641.1,false
74,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001038704.1_1878,NWMN_RS09570,WP_001038704.1,splD,serine protease SplD,n.a,1901029,1901748,-,NC_009641.1,false
75,lcl_NC_009641.1_prot_WP_000416756.1_1891,NWMN_RS09635,WP_000416756.1,n.a,gallidermin/nisin family lantibiotic,n.a,1914593,1914736,-,NC_009641.1,false
75,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000416759.1_1893,NWMN_RS09640,WP_000416759.1,n.a,gallidermin/nisin family lantibiotic,n.a,1915473,1915616,-,NC_009641.1,false
76,lcl_NC_009641.1_prot_WP_001808146.1_1935,NWMN_RS09870,WP_001808146.1,n.a,ISL3_like element IS1181 family transposase,n.a,1954178,1955497,+,NC_009641.1,false
76,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001550301.1_2318,NWMN_RS11925,WP_001550301.1,n.a,ISL3 family transposase,n.a,2294933,2296135,+,NC_009641.1,false
77,lcl_NC_009641.1_prot_WP_001148638.1_2014,NWMN_RS10395,WP_001148638.1,n.a,oxidoreductase,n.a,2018015,2018761,-,NC_009641.1,false
77,,,,,,,,,,,lcl_NC_009641.1_prot_WP_001148605.1_2152,NWMN_RS11060,WP_001148605.1,n.a,oxidoreductase,n.a,2126419,2127171,-,NC_009641.1,false
78,lcl_NC_009641.1_prot_WP_000672038.1_2898,NWMN_RS14900,WP_000672038.1,vraH,peptide resistance ABC transporter activity modulator VraH,n.a,2868245,2868436,+,NC_009641.1,false
78,,,,,,,,,,,lcl_NC_009641.1_prot_WP_000672039.1_2903,NWMN_RS14915,WP_000672039.1,vraH,peptide resistance ABC transporter activity modulator VraH,n.a,2869999,2870190,+,NC_009641.1,false
